SMILES,RDL_score,QED,STEP,TERMINATED
C=C[C@@H]1C(Oc2nc3cccc(N[C@H](C=O)CC)c3c3cc(-c4cccc(N)c4)ccc23)[C@H]1NC(=O)C(=O)[C@H](C)N,0.24, 0.07186628456935386),734,TRUE
Cn1ccc2nc(-c3cccc4c3c(NC(C)(/C=C/C=O)c3nnc(S)n3-c3ccccc3)nc3ccccc34)nc-2c1,0.24, 0.09924995413259113),748,TRUE
C[C@H](NC(=O)C(=O)[C@H](C)NC(=O)[C@@H](NC[C@@H](O)[C@H](C)N)C(C)(C)C)C(=O)C=O,0.24, 0.1968221604247111),755,TRUE
N[C@@H](Cc1sc2ccccc2c1CS(=O)C1=[SH]c2ncccc2N1)C(=O)C(=O)N1CCCNC1=O,0.24, 0.21785732901742075),776,TRUE
CNC(C)(/C=C/C=O)NC(=O)[C@H](C)C(N[C@@H](C)C(=O)c1nccs1)[C@H](O)[C@@H](Nc1cc(O)c(O)c(O)c1)C(C)C,0.24, 0.03836918138463753),783,TRUE
CC(=O)[C@H](C)NC(=O)C(=O)[C@H](C)Nc1nc(Nc2ccc(C(=N)N)cc2)[nH]c1C(F)(F)NS(=O)(=O)c1ccc(N)cc1,0.24, 0.045919806941343164),804,TRUE
C#CC[C@@H](C=O)Nc1cc(C(NC(C)(/C=C/C=O)OCC)c2cc(Cl)cc(-c3ccccc3)c2)c(CC)cc1Cl,0.24, 0.09041556698336438),811,TRUE
CCCc1cccc2c1nc(CN[C@@H](C)C(=O)C(=O)NC(C)C(=O)C(N)=O)n2C,0.24, 0.48430508788662),818,TRUE
Cc1nc(C(C)N(C(=O)/C=C/[C@H](C)N)[C@@H](C)C(=O)C(=O)Nc2onc(C)c2[N+](=O)[O-])cs1,0.24, 0.24334739265861943),832,TRUE
CCCC[C@@H](C=O)N(C(=O)c1cc(C)on1)C(C)(/C=C/C=O)Nc1cc2occc(=O)c2c(O)c1N[C@H](C=O)CCCCN,0.24, 0.05370628605075371),853,TRUE
Cc1cc(Nc2onc(C)c2[N+](=O)[O-])cc(C)c1OC(=O)C(=O)[C@H](C)N[C@@H](C)C=O,0.24, 0.15473509101646346),860,TRUE
CC(C)C[C@@H](C(=O)NC(C)/C=C/C=O)C(=O)[C@@H](Nc1ccc2[nH]c(N[C@@H](C=O)CO)nc2c1)[C@@H](C)O,0.24, 0.11897096163368732),867,TRUE
CCC1(NC(=O)/C=C/C(C)(N)c2ccc3[nH]c(Nc4onc(Cc5oc6cc(O)cc(O)c6c(=O)c5O)c4[N+](=O)[O-])nc3c2)CC1,0.24, 0.06579779090089025),874,TRUE
CC(N)(/C=C/C=O)Oc1nc2cccc(O[C@@H]3COC(c4cncc(Br)c4)C3)c2c2ccccc12,0.24, 0.14952259487574673),881,TRUE
CC(/C=C/C=O)(NC(=O)/C=C/c1ccccc1)O[C@@H]1COCC1Nc1ccc(-c2ccccc2Nc2nc3ccccc3[nH]2)cc1,0.24, 0.07239221505819819),895,TRUE
NC(/C=C/C=O)(Cc1cccc([N+](=O)[O-])c1)Oc1nc2ccccc2c2c(CC(=O)c3ccco3)cccc12,0.24, 0.04937714706892148),902,TRUE
C=C(CC)C(=O)c1cc(-c2ccc(N[C@@H](C)C=O)c(C(C)(N)/C=C/C(=O)N[C@@H](C)/C=C/C=O)c2N)cc(NC)c1O,0.24, 0.0657795496547909),909,TRUE
Cc1cc(CC2CCOC2=O)cc2cc(N[C@@H](C)[C@@H](C)O)c(-c3cccc4nnn(OC(=O)C(=O)[C@H](C)N)c34)nc12,0.24, 0.1555008456104307),916,TRUE
CC(C=O)N(C(=O)C(=O)[C@H](Cc1cccc(C#N)c1)N(Cc1cnccc1C=O)C1CCOC1=O)C(=O)c1ccco1,0.24, 0.1771494436930105),923,TRUE
CC[C@@H](C=O)Nc1cccc2nc(OC3C[C@H](OC(=O)C(=O)[C@H](C)N)CO3)c3cccc(-c4ccc(O)c(O)c4)c3c12,0.24, 0.07149899685584352),937,TRUE
C[C@H](NC(C)(C)Oc1nc2cc(NC(C=O)C(CC(=O)O)N[C@H](C=O)C(C)(C)C)ccc2c2ccccc12)C(=O)C=O,0.24, 0.09054186785893932),944,TRUE
CCc1c(O)c(C[C@@H](C=O)C[C@@H](C)O)c2oc(C(C)(N)/C=C/C(=O)N[C@H](C=O)CC)c(O)c(=O)c2c1O,0.24, 0.17625260674496354),951,TRUE
CC(O)C(C)NC(N[C@@H](C)C(=O)C=O)C(C)Cc1c(-c2cc(O)c3c(=O)ccoc3c2)oc2cc(O)cc(O)c2c1=O,0.24, 0.08604195376231372),972,TRUE
C[C@@H](/C=C/C=O)Nc1ccccc1OC1CC(N[C@@H](C)C(=O)C(N)=O)C(=O)O1,0.24, 0.22481483520119303),993,TRUE
CC(C)(C)[C@H](N)C(=O)N[C@@H](Cc1ccn(C[C@H]2NC[C@@H]3CC(Nc4nc5ccccc5[nH]4)C[C@H]23)c1)C(=O)C=O,0.24, 0.1978482783222436),1007,TRUE
CC(C)[C@H](NC1O[C@H]2OCC[C@H]2[C@H]1Oc1ccc2c(c1)nc(OC(C)(N)/C=C/C=O)c1ccccc12)C(=O)C[C@@H](C)C=O,0.24, 0.12979976717477662),1021,TRUE
CCCC[C@@H](C=O)NC(C)(/C=C/C=O)Nc1sccc1-c1ccc(Cl)cc1Sc1nncn1-c1ccccc1,0.24, 0.09411087260651782),1028,TRUE
[H]C(=O)/C=C/c1cccc(NC(CCC(=O)O)C(=O)N[C@H](C=O)C(CC=O)N[C@@H](C)C(=O)C=O)c1,0.24, 0.1360778996216758),1035,TRUE
C[C@H](N[C@@H](CC(c1c(N=Cc2ncoc2O)cccc1-c1c[nH]c2ccccc12)[C@H]1CO1)C(=O)O)C(=O)C=O,0.24, 0.09278150987050432),1042,TRUE
CC(=O)Nc1ccc(C(C)[C@@H](C)[C@H](N)C(=O)NC(C)(/C=C/C=O)NCC(=O)Oc2nc3ccccc3c3ccccc23)cc1C#N,0.24, 0.05978798337404946),1063,TRUE
CC[C@@H](C=O)Nc1ccc2c(OC(C)(N)/C=C/C=O)nc3cccc(N[C@H](C=O)CCC(=O)N4CCC5CCCCC5C4)c3c2c1,0.24, 0.09282014848784975),1091,TRUE
CC[C@H](N)C(=O)N(C(=O)C(=O)[C@H](C)NC(=O)[C@H](C)C[C@@H](C)O)c1nc2ccc(N3CCn4cnnc4C3)cc2[nH]1,0.24, 0.25299484669545386),1098,TRUE
C[C@@H](C=O)CC(=O)[C@@H](NC(F)C(=O)c1cc(C(F)(F)F)c(C(C)(/C=C/C=O)NC=O)o1)C(C)(C)c1nc2ccccc2c2ccccc12,0.24, 0.039831241392890473),1105,TRUE
CCc1[nH]ccc2nc(Cc3oc(=O)oc3CNC(C)(/C=C/C=O)OC(C(C)C)N3CCNCC3)nc1-2,0.24, 0.1877523152864794),1112,TRUE
[H]C(=O)C(=O)[C@@H](N)Cc1cc(N([H])[H])c2[nH]c(C=O)cc2c1,0.24, 0.4023427447144184),1119,TRUE
Cc1csc(CC2(S(=O)(=O)NC34CCCCC3CN(C(C)C(C)(C)NC(=O)C(=O)[C@H](C)N)CC4)CC2)n1,0.24, 0.3784924941788034),1140,TRUE
CC(NC(=O)C(=O)[C@H](C)Nc1cc2nc[nH]c2cc1-c1cccc(/C=C/C=O)c1)C(=O)C(=O)NC(=O)c1cc2ccccc2[nH]1,0.24, 0.08639768010951915),1154,TRUE
C[C@H](NC(=O)[C@@H](N[C@@H]1C[C@H]2CCCC[C@@H]2[C@@H](C)O1)[C@@H](C)O)C(=O)C(=O)N1C[C@H]2[C@@H](C1)C2(C)Cc1ccc(Cl)cc1,0.24, 0.3912017900349618),1161,TRUE
CCCC[C@H](NC1[C@H]2CCC[C@H]2CN1C(=O)C(=O)[C@H](C)Nc1cccnc1)C(=O)N[C@H](C=O)C(C)(C)C,0.24, 0.29028506123431635),1168,TRUE
CC(N)(/C=C/C=O)Oc1nc2cccc(C(Oc3cncc(Cl)c3)[C@@H](N)CC=O)c2c2ccccc12,0.24, 0.14150229042425833),1182,TRUE
CC(C)[C@H](NC(=O)C(=O)[C@H](C)N)[C@@H](O)C(Oc1nc2ccccc2c2cccc(C[C@H](N)C[C@H](O)[C@H](C)N)c12)[C@@H](C)C(N)=O,0.24, 0.09375006415093269),1196,TRUE
N[C@@H](Cc1cc(Nc2nc3ccccc3[nH]2)c2cc[nH]c2c1)C(=O)C=O,0.24, 0.315626320945757),1203,TRUE
CC(N)(/C=C/C=O)NS(=O)(=O)c1cccc(OC(C)(C)C(=O)Nc2cc(Nc3ccc(N)cc3)c(F)cc2Cl)n1,0.24, 0.0962847385813303),1245,TRUE
C#CC(c1ccc(F)cc1Cl)[C@@H](C=O)NC(=O)/C=C/C(C)(N)Oc1cnccc1-c1cc(O)c2c(=O)c(O)coc2c1,0.24, 0.09807154269684645),1252,TRUE
C[C@@H](/C=C/C=O)NC(C)(N)/C=C/C(=O)Oc1nc2c(N[C@H](C=O)CCC=O)cccc2c2c(N3CCCC3)cccc12,0.24, 0.08588243959983353),1259,TRUE
CC(/C=C/C=O)NC(=O)/C=C/c1ccc2c(c1N[C@H](C=O)CC(N)=O)OC(c1ccc3[nH]cnc3c1)O2,0.24, 0.22820728583768496),1266,TRUE
CC(Cc1ccc2cc[nH]c2c1)[C@H](N)C(=O)N[C@@H](C)C(=O)C(=O)N[C@@H](CCC=O)C(=O)CF,0.24, 0.25576643047160047),1273,TRUE
C[C@H](N)C(=O)C(=O)N1C[C@H]2CCC([C@@H]3C[C@@H]4CCC(O)C[C@@H]4CN3)C[C@@H]2C[C@H]1C[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O,0.24, 0.2566613503242228),1287,TRUE
Cc1ccc(N(C(=O)[C@H](C)C(NC2(O[C@H]3CCOC3)CC2)C(=O)[C@@H](N)C(C)C)[C@@H](C)C(=O)C=O)nn1,0.24, 0.22346576645315389),1308,TRUE
CC[C@@H](C=O)NC(=O)[C@H](C)Nc1ccc2c(OC3CC(O[Na])C(C(C)(N)/C=C/C=O)C3)nc3ccccc3c2c1,0.24, 0.13437661353311686),1315,TRUE
CC(N)(/C=C/C=O)N[C@H](C=O)[C@@H](O)CC1CC(Oc2nc3cccc(O[C@H]4CCOC4)c3c3ccccc23)OC1=O,0.24, 0.09742803400403477),1322,TRUE
C[C@H](Nc1c(F)cc(Nc2ccc(C(=N)N)cc2)c(C(C)(N)/C=C/C=O)c1Cl)C(=O)c1nccs1,0.24, 0.08741059852025684),1343,TRUE
CCCCc1ccc2c(c1)nc(Oc1ccnc(-c3nc(C)cs3)c1C(C)(N)/C=C/C=O)c1ccccc12,0.24, 0.1242498948492069),1357,TRUE
CNC1C(NS(=O)(=O)c2ccc(N)cc2)OC[C@H]1OC(C)(/C=C/C=O)Nc1cccc([N+](=O)[O-])c1,0.24, 0.08713037856131645),1378,TRUE
CC(=O)NC(C)(/C=C/C=O)C1CCCC(Oc2nc3cccc(C[C@@H](N)CC=O)c3c3ccccc23)C1,0.24, 0.24144923014630224),1385,TRUE
CC(/C=C/C=O)N(C(=O)/C=C/c1ccc([N+](=O)[O-])c(Nc2ccc(Cl)cc2)c1)[C@@H]1OC1N[C@H](C=O)[C@H](C)O,0.24, 0.11369101467864606),1399,TRUE
C[C@H](NCC(C)(C)NS(=O)(=O)c1cc(CC(N)C(=O)C(N)=O)c(Nc2ccc(C(=N)N)cc2)cn1)C(=O)C=O,0.24, 0.059119777863222575),1406,TRUE
CC[C@H](N)C(=O)N[C@@H](CCC(=O)N(C(=O)c1cc2cc(Cl)ccc2[nH]1)[C@@H](C)C(=O)C=O)C(=O)CF,0.24, 0.2889605681087515),1413,TRUE
CC(=O)C(=O)C(Nc1cccc2c1c(OC(=O)C(=O)[C@H](C)N[C@@H](C)C=O)nc1cc([C@@H]3C[C@H]4CCCC[C@@H]4CN3)ccc12)[C@@H](C)O,0.24, 0.10008332257214513),1420,TRUE
C[C@@H](OC(CCN)C[C@@H](C=O)N(C(=O)c1cccs1)C(OC(C)(N)/C=C/C=O)C(N)=O)[C@H](N)C=O,0.24, 0.11436139769694706),1427,TRUE
C[C@@H](OC(C)(N)/C=C/C=O)[C@@H](C=O)N(C(=O)c1cnccn1)C(Cc1ccccc1)c1ccc(C=O)s1,0.24, 0.20643543073484058),1434,TRUE
CCCC1=C(O)OC(C2CC(c3ccco3)OC2=O)(C(C)(N)/C=C/C(=O)Oc2nc3ccccc3c3ccccc23)CC1=O,0.24, 0.14585039971814515),1448,TRUE
CC(N)(/C=C/C=O)Oc1nc2ccc(NC3CCCCC3Oc3cncc(Cl)c3)cc2c2ccccc12,0.24, 0.12721544654250788),1455,TRUE
C[C@H](NC(=O)CC[C@H](N)C(=O)C(F)(c1ccc(O)c(Cl)c1Cl)c1nc[nH]c1N)C(=O)C(=O)Nc1ccccc1Cl,0.24, 0.17736759737819835),1469,TRUE
N[C@@H](Cc1ccc(Cl)cc1)C(=O)C=O,0.24, 0.5966849636893404),1476,TRUE
N[C@@H](Cc1coc2cc(O)cc(O)c2c1=O)C(=O)C(=O)Oc1nc2ccccc2c2cc(Oc3ccc(O)cc3)ccc12,0.24, 0.1192747390302631),1483,TRUE
N[C@@H](Cc1cccc(O)c1)C(=O)C(=O)Oc1nc2cc(NC3CCCC(Oc4ccc(O)cc4)C3)ccc2c2ccccc12,0.24, 0.09714892111394524),1497,TRUE
N[C@@H](Cc1c(O)c(Cl)cc(Cl)c1Cl)C(=O)C(=O)Oc1nc2c(N3CCOCC3)cccc2c2ccccc12,0.24, 0.14411680032039378),1504,TRUE
N[C@@H](Cc1ccc(C(=O)Oc2nc3ccccc3c3c(-c4cccc(Cl)c4Cl)cccc23)s1)C(=O)C=O,0.24, 0.111064283349418),1518,TRUE
C[C@H](NC(=O)C(N)CC(C(=O)O)c1ccoc(=O)c1-c1cc(B(O)O)cc([N+](=O)[O-])c1)C(=O)C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.030893028245292196),1525,TRUE
CC(=O)N1CCN(Cc2ccc(Cl)cc2)C(CN2C(=O)C(=O)c3cc(C#N)ccc32)[C@H]1C(C)(N)/C=C/C=O,0.24, 0.3283941427696971),1532,TRUE
CC(N)(/C=C/C(=O)Oc1nc2ccccc2c2cc(CC(N)C(=O)C(F)(F)F)ccc12)Oc1cncc(Cl)c1,0.24, 0.1382334958097121),1539,TRUE
CC(=O)Nc1cc(/C=C/C(=O)N[C@@H](C)C(=O)C=O)cc(C[C@H](NC(=O)[C@H](N)CO)C(=O)c2nccs2)c1,0.24, 0.09930332827542157),1546,TRUE
C=C(CC)C(=O)c1ccc2c(c1)nc(Oc1cc(C(C)(N)/C=C/C=O)cc3nc(C)n(C)c13)c1ccccc12,0.24, 0.10960420452645138),1553,TRUE
CNc1sc(-c2ccc(NS(=O)(=O)C3CC3)c(C(C)(N)/C=C/C=O)c2)nc1Cc1ccc(Cl)cc1,0.24, 0.2528102678584667),1560,TRUE
CCC(C)(C)NC(C)(/C=C/C(=O)N[C@@H](C)C(=O)NN(C=O)CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)C(C)(C)C)[C@@H](C)O,0.24, 0.040973628722350275),1567,TRUE
CC(N)(/C=C/C=O)c1cc(O)c(O)c(O)c1Oc1nc2c(OP(=O)(O)O)cccc2c2ccccc12,0.24, 0.0695104738788121),1574,TRUE
C[C@H](N)C(=O)C(=O)N[C@H]1c2cccc(-c3cc(-n4[nH]c(=O)c5cccc(-c6cccc(Cl)c6)c5c4=O)no3)c2C[C@H]1O,0.24, 0.2200311765665132),1581,TRUE
Cc1ccc(-c2sc(CC(/C=C/C=O)(NCCC(=O)O)N3C[C@H]4CCCC[C@@H]4C[C@H]3C)nc2C)nn1,0.24, 0.3613509449420473),1588,TRUE
CC(N)(/C=C/C(=O)OP(=O)(O)O)Nc1nc2ccc(Oc3nc4ccccc4c4ccccc34)cc2[nH]1,0.24, 0.09010327361770591),1595,TRUE
C[C@H]1O[C@@H](c2c(C[C@H](N)C(=O)C=O)c(=O)c3c(O)c(C(F)(F)F)c(O)cc3o2)[C@@H](O)[C@@H](O)[C@@H]1O,0.24, 0.2304496083621162),1602,TRUE
CC(C)(C)[C@@H](C=O)NC1(Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2)[C@@H](N)[C@@H]1C(C)(N)/C=C/C=O,0.24, 0.1295137129103091),1609,TRUE
CC(/C=C/C=O)NC(=O)c1[nH]c2c(C[C@H](N)C(=O)NN(C=O)CCC(N)=O)cc(Cl)cc2c1-n1[nH]c(=O)c2ccccc2c1=O,0.24, 0.06576770816744602),1623,TRUE
CCC(C)(C)NC(=O)C(=O)[C@H](C[C@H]1CN1)NC(=O)[C@@H](N)C(C)Oc1nc2ccccc2c2ccccc12,0.24, 0.177536090314829),1630,TRUE
COc1ccc2c(c(-c3cc(C)c(C[C@H](N)C(=O)C=O)c(C)c3)nc3ccccc32)c1-c1csc(C)n1,0.24, 0.1705131149244363),1637,TRUE
C[C@H](NC(=O)/C=C/[C@@H](N)Cc1ccc([C@H]2COC(=O)C2)cc1)C(=O)C=O,0.24, 0.3010478546956476),1651,TRUE
CCc1c(F)c(F)cc(F)c1CC[C@H](NC(CC)CN[C@@H](C)C(=O)C(=O)Oc1nc2ccccc2c2ccccc12)C(=O)O,0.24, 0.07660727948665057),1658,TRUE
CC(N)(/C=C/C(=O)N(C(=O)c1cc2cc(F)ccc2[nH]1)C1CC1)Oc1nc2ccc(-c3ccccc3)cc2c2ccccc12,0.24, 0.11825573731957352),1665,TRUE
CC(=O)[C@H](C)NC(CCN)C[C@H](NC(=O)C(=O)[C@H](C)NCC(C)C)C(=O)N[C@@H](C)C(=O)NN(C=O)CCC(N)=O,0.24, 0.04256087360941731),1672,TRUE
C=C(CC)C(=O)c1cc(CN(CCCC)C(C)(/C=C/C(=O)N(C)C)c2nc(S)[nH]c(=O)c2C#N)ccc1Cl,0.24, 0.16683780099958045),1679,TRUE
C[C@@H]1C[C@H]2CCCC[C@@H]2CN1C(=O)C(=O)[C@@H](N)C(c1cc([N+](=O)[O-])ccc1CN1C(=O)C(=O)c2cc(F)ccc21)[C@H]1NC[C@H]2[C@@H]1C2(C)C,0.24, 0.24372633373206304),1686,TRUE
[H]Nc1cc(S(=O)(=O)Nc2cc(Cc3ccc(C[C@H](N)C(=O)C=O)cc3)n(C)n2)ccc1N,0.24, 0.20556566870860937),1693,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2c2cccc(CC(=O)c3ccco3)c12,0.24, 0.07745823226912127),1700,TRUE
C[C@H]1O[C@@H](Oc2cc(Cl)cc(CN[C@@H](Cc3cccc(/C=C/C=O)c3)C(=O)C=O)c2)[C@@H](O)[C@@H](O)[C@@H]1O,0.24, 0.1964658741458226),1721,TRUE
CC(/C=C/C=O)NCC(c1ccc([C@H]2NCC3CCCC(c4ccc(N)cc4)C3C2C(=O)N(CCC(N)=O)NC(=O)[C@H](C)N)s1)[C@H](C)N,0.24, 0.06724657511765245),1728,TRUE
C[C@H](N)C(=O)C(=O)O[C@H]1CC(Oc2nc3c(CC4C(=O)OC[C@@H]4C)cccc3c3ccccc23)OC1c1ccc(N)cc1,0.24, 0.13458867206777683),1735,TRUE
Cc1cc(O)cc(C(C)N(C(=O)[C@@H](N)[C@H](O)Cc2ccc(O)c(O)c2)[C@H](C=O)CC(N)=O)c1C[C@H](N)C(=O)C=O,0.24, 0.08422246230941396),1742,TRUE
CC(N)(/C=C/C(=O)Oc1nc2ccccc2c2ccccc12)Oc1ccc(O)c(Oc2cccc(C3CC4CCCCC4CN3)c2)c1,0.24, 0.06857599816991107),1749,TRUE
CCCC[C@@H](C=O)NC(C(C=O)C1CCCCC1)[C@H](NC(=O)/C=C/C(C)(N)OP(=O)(O)O)C(C)=O,0.24, 0.08695667432261397),1756,TRUE
Nc1ccc(Nc2cc(Cl)ccc2-c2c3c(cn2Cc2ccsc2CC(N)/C=C/C=O)C(=O)C=CC3=O)cc1,0.24, 0.13597742644045485),1763,TRUE
CC[C@H](N)C(=O)N(C(=O)/C=C/c1ccc2c(c1)OCO2)C(C)/C=C/C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.1888381219639555),1770,TRUE
CC(N)(/C=C/C(=O)Oc1nc2cc(-c3ccccc3/C=C/C=O)ccc2c2ccccc12)Oc1ccc(O)cc1,0.24, 0.08089777968045922),1777,TRUE
CCC1(c2c[nH]cn2)CCN(c2ccc(-c3ccc(Cl)cc3)cc2OC(=O)/C=C/C(C)(N)N[C@@H](C)C=O)C1,0.24, 0.11421698813877515),1784,TRUE
O=Cc1ccc(COC(=O)C(=O)[C@H](Cc2cccc(Cl)c2Cl)NCc2ccc(Cl)cc2)o1,0.24, 0.24067774724725113),1791,TRUE
C[C@H](NC(=O)[C@@H](N)[C@H](O)Cc1nc(S)[nH]c(=O)c1C#N)C(=O)C(=O)N(c1ccccc1Cl)[C@H](C=O)[C@H](C)O,0.24, 0.08336389128104373),1798,TRUE
C[C@H]1O[C@@H](Oc2ccc(C[C@H]3C(Oc4nc5ccccc5c5ccccc45)OC(=O)C3C(C)(N)/C=C/C=O)nn2)[C@@H](O)[C@@H](O)[C@@H]1O,0.24, 0.09014575069446876),1805,TRUE
C[C@H]1O[C@@H](CC(=O)NC(C)(/C=C/C(=O)Oc2cncc(Br)c2)N2CCOCC2)[C@@H](O)[C@@H](O)[C@@H]1O,0.24, 0.2669249973944783),1812,TRUE
CC(N)(/C=C/C(=O)Oc1nc2ccccc2c2ccccc12)n1cc2c(c1-c1ccno1)C(=O)C=CC2=O,0.24, 0.2092145773179129),1819,TRUE
CC(C)c1c(O)cc2oc(C(N)(/C=C/C=O)Cc3ccccc3N=Cc3ncoc3O)c(O)c(=O)c2c1O,0.24, 0.1303423877643692),1826,TRUE
C[C@H](N)C(=O)C(=O)Nc1c(Cl)cc([N+](=O)[O-])cc1CC[C@H](NC(=O)/C=C/c1ccc2c(c1)OCO2)C(=O)O,0.24, 0.13975091483518776),1833,TRUE
CC(/C=C/C=O)NC(=O)C(Cc1ccccc1/C=C/C=O)C1(C(C[C@H](N)C(=O)O)N[C@H](C=O)[C@@H](C)O)C(=O)OC[C@@H]1C,0.24, 0.09496229834169864),1840,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccccc2c2cccc(C[C@H](N)C(=O)NN(C=O)CCC(N)=O)c12,0.24, 0.08862577869089697),1847,TRUE
CNc1ccc2C[C@@H](O)[C@@H](NC(=O)C(=O)[C@H](C)NC[C@@H](O)[C@H](C)N)c2c1,0.24, 0.32750986978951024),1854,TRUE
CC(N)(/C=C/C=O)N[C@@H](Cc1cccc(O)c1)C(=O)c1nc(Oc2nc3ccccc3c3ccccc23)cs1,0.24, 0.07319214612885155),1861,TRUE
C[C@H]1O[C@@H](c2cccc(N=Cc3ncoc3OC(=O)/C=C/C(C)(N)c3ccc(O)c(Cl)c3Cl)c2)[C@@H](O)[C@@H](O)[C@@H]1O,0.24, 0.15515515599311336),1875,TRUE
CC(N)(/C=C/C=O)Nc1nccc(Oc2nc3ccccc3c3ccccc23)c1-c1ccc(Cl)cc1Cl,0.24, 0.09890587151478213),1882,TRUE
CC(=O)n1c(Cc2ccc3c(c2)OCO3)cc2cc(-c3c(C(C)(N)/C=C/C=O)oc4cc(O)cc(O)c4c3=O)cc([C@H]3CO3)c21,0.24, 0.13258915438917027),1889,TRUE
CC(C)(C)NC(C)(/C=C/C(=O)Oc1nc2ccccc2c2ccccc12)OCc1cc(O)c(O)c(O)c1,0.24, 0.08847107374968555),1896,TRUE
CC[C@@H](N)Cc1noc(C(C)(N)/C=C/C=O)c1C(N[C@@H](C)[C@@H](O)[C@H](O)[C@H](C)N)N1C(=O)C(=O)c2cc(F)ccc21,0.24, 0.11135049022775413),1903,TRUE
CC[C@@H](C)[C@H](N)C(=O)N[C@@H](Cc1occc1-c1cc2ccccc2s1)C(=O)C(=O)NC1CCCCC1,0.24, 0.34622825647445216),1910,TRUE
Nc1ccc(NC(=O)/C=C/C(Cc2cccc(N(c3ccccc3)c3ccccc3O)c2)NC(=O)[C@@H](N)CO)cc1,0.24, 0.12169784310853073),1917,TRUE
CC(/C=C/C(=O)Oc1nc2ccccc2c2cccc(CC3CCOC3=O)c12)NC(=O)c1nc2ccccc2[nH]1,0.24, 0.17699014666500315),1924,TRUE
CC[C@H](NC(=O)N(CCC(N)=O)NC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)C(=O)[C@H](C)N)C(=O)O,0.24, 0.1513461848986859),1931,TRUE
[H]c1cc2nc(C[C@H](N)C(=O)C(=O)Oc3nc4ccccc4c4cccc([C@@H](C)CC)c34)nc-2c[nH]1,0.24, 0.2090991265700247),1938,TRUE
CCC(C)(C)NC(C(=O)Nc1ccc(C(=N)N)cc1)C(N[C@@H](C)C(=O)C=O)[C@@H](C=O)NC(=O)C(=O)[C@H](C)N,0.24, 0.05812922908776681),1945,TRUE
C[C@@H](O)[C@H](N)C(=O)[C@@H](CO)C(=O)NC(/C=C/C=O)Cc1cc(NCc2nc3ccn(C)cc-3n2)cc(-c2ccc(Br)cc2)c1,0.24, 0.0772814034995965),1952,TRUE
CC1(c2ccc3cc[nH]c3c2)CCN(C(N)CCC[C@@H](C=O)NC(c2cccs2)C(N)(/C=C/C=O)[C@@H]2CNCCN2)CC1,0.24, 0.12175962751860649),1959,TRUE
NC(=O)C(=O)C(Cc1cccc(Nc2c(F)cc(F)cc2F)c1)NC[C@H](N)C(=O)C=O,0.24, 0.296507063719768),1966,TRUE
[H]C(=O)C(=O)[C@@H](N)Cc1cccc(O)c1,0.24, 0.5218834151112075),1973,TRUE
C[C@H]1O[C@H](Nc2ccc(S(=O)(=O)NC(C)(/C=C/C=O)NCc3csc(NC=O)n3)cc2)C[C@H]2CCCC[C@@H]21,0.24, 0.1751895779713097),1980,TRUE
N[C@@H](Cc1cccc(Cl)c1)C(=O)C=O,0.24, 0.5966849636893404),1987,TRUE
C[C@@H](/C=C/C=O)N(C(=O)C(Cl)=C(Cl)Cl)C(N)(/C=C/C=O)C(Oc1nc2ccccc2c2ccccc12)C1C(=O)OC[C@@H]1C,0.24, 0.09904084032936254),1994,TRUE
CC(C)[C@H](N)C(=O)N[C@@H](C)C(=O)C(=O)Nc1c(Cl)cccc1Oc1nc2ccccc2c2ccccc12,0.24, 0.22661426628524256),2001,TRUE
C[C@H](N[C@@H]1C[C@H]2CCCC(Nc3cc(C4(N)CC4Oc4nc5ccccc5c5ccccc45)ccc3Cl)[C@@H]2[C@@H](C)O1)C(=O)C=O,0.24, 0.11555181134961395),2008,TRUE
CC(=O)[C@@H](N)Cc1c(CN2C(=O)C(=O)c3cc(C#N)ccc32)cccc1Sc1cc(C[C@H](N)C(=O)C=O)cc2ccn(C(C)=O)c12,0.24, 0.183125787215338),2015,TRUE
CC[C@@H](C)[C@H](N)C(=O)N(C(=O)[C@H](N)CC(C)C)[C@@H](C)C(=O)C(=O)Oc1ccc(O)c(Oc2nc3ccccc3c3ccccc23)c1,0.24, 0.08509759748613058),2022,TRUE
Cc1cnc(C(=O)NC(C)/C=C/C(=O)Oc2nc3ccc(C[C@H](N)/C=C/C=O)cc3c3ccccc23)cn1,0.24, 0.1515983152007427),2029,TRUE
C[C@H](C[C@H](O)[C@@H](N)C(C)(C)c1ccc(-c2ccc(N)cc2)cc1Cl)C(=O)N[C@@H](CC1CC1)C(=O)C=O,0.24, 0.19425238188641422),2036,TRUE
CC(N)(/C=C/C=O)[C@@H]1NC1(NCc1cc(F)c(F)cc1F)c1cccc2ccc(Oc3nc4ccccc4c4ccccc34)cc12,0.24, 0.0524095119648848),2043,TRUE
