Num.,Cpd.,structure,Smilies,Ki,reference,
163,"5-((4-chlorophenyl)sulfonyl)pyrimidine-2,4-diamine",,O=S(C1=CN=C(N)N=C1N)(C2=CC=C(Cl)C=C2)=O,IC50=6 ¦ÌM,"Lu, I.-L.; Mahindroo, N.; Liang, P.-H.; Peng, Y.-H.; Kuo, C.-J.;
Tsai, K.-C.; Hsieh, H.-P.; Chao, Y.-S.; Wu, S.-Y. Structure-based drug
design and structural biology study of novel nonpeptide inhibitors of
severe acute respiratory syndrome coronavirus main protease. J. Med.
Chem. 2006, 49, 5154?5161.",
164,5-(1-methyl-3-(trifluoromethyl)-1H-pyrazol-5-yl)-N-(3-methyl-4-nitroisoxazol-5-yl)thiophene-2-carboxamide,,CN1N=C(C(F)(F)F)C=C1C2=CC=C(C(NC3=C([N+]([O-])=O)C(C)=NO3)=O)S2,IC50=5 ¦ÌM,"Lu, I.-L.; Mahindroo, N.; Liang, P.-H.; Peng, Y.-H.; Kuo, C.-J.;
Tsai, K.-C.; Hsieh, H.-P.; Chao, Y.-S.; Wu, S.-Y. Structure-based drug
design and structural biology study of novel nonpeptide inhibitors of
severe acute respiratory syndrome coronavirus main protease. J. Med.
Chem. 2006, 49, 5154?5161.",
165,"S-(5-(trifluoromethyl)-4H-1,2,4-triazol-3-yl) 5-(phenylethynyl)furan-2-carbothioate",,O=C(C1=CC=C(C#CC2=CC=CC=C2)O1)SC3=NN=C(C(F)(F)F)N3,IC50=3 ¦ÌM,"Lu, I.-L.; Mahindroo, N.; Liang, P.-H.; Peng, Y.-H.; Kuo, C.-J.;
Tsai, K.-C.; Hsieh, H.-P.; Chao, Y.-S.; Wu, S.-Y. Structure-based drug
design and structural biology study of novel nonpeptide inhibitors of
severe acute respiratory syndrome coronavirus main protease. J. Med.
Chem. 2006, 49, 5154?5161.",
166,"N-(3,5-dichlorophenyl)-2-((4-(2-phenylthiazol-4-yl)pyrimidin-2-yl)thio)acetamide",,O=C(NC1=CC(Cl)=CC(Cl)=C1)CSC2=NC=CC(C3=CSC(C4=CC=CC=C4)=N3)=N2,IC50=3 ¦ÌM,"Tsai, K.-C.; Chen, S.-Y.; Liang, P.-H.; Lu, I.-L.; Mahindroo, N.;
Hsieh, H.-P.; Chao, Y.-S.; Liu, L.; Liu, D.; Lien, W.; Lin, T.-H.; Wu, S.-
Y. Discovery of a novel family of SARS-CoV protease inhibitors by
virtual screening and 3D-QSAR studies. J. Med. Chem. 2006, 49,
3485?3495.",
167,N-(4-chlorophenyl)-2-((4-(5-(1-methyl-5-(trifluoromethyl)-1H-pyrazol-3-yl)thiophen-2-yl)pyrimidin-2-yl)thio)acetamide,,O=C(NC1=CC=C(Cl)C=C1)CSC2=NC=CC(C3=CC=C(C(C=C4C(F)(F)F)=NN4C)S3)=N2,IC50=10 ¦ÌM,"Tsai, K.-C.; Chen, S.-Y.; Liang, P.-H.; Lu, I.-L.; Mahindroo, N.;
Hsieh, H.-P.; Chao, Y.-S.; Liu, L.; Liu, D.; Lien, W.; Lin, T.-H.; Wu, S.-
Y. Discovery of a novel family of SARS-CoV protease inhibitors by
virtual screening and 3D-QSAR studies. J. Med. Chem. 2006, 49,
3485?3495.",
168,N-(4-chlorophenyl)-2-((4-(4-methyl-5-(4-methylthiazol-2-yl)-2-(methylthio)thiophen-3-yl)pyrimidin-2-yl)thio)acetamide,,O=C(NC1=CC=C(Cl)C=C1)CSC2=NC=CC(C3=C(SC)SC(C4=NC(C)=CS4)=C3C)=N2,IC50=11 ¦ÌM,"Tsai, K.-C.; Chen, S.-Y.; Liang, P.-H.; Lu, I.-L.; Mahindroo, N.;
Hsieh, H.-P.; Chao, Y.-S.; Liu, L.; Liu, D.; Lien, W.; Lin, T.-H.; Wu, S.-
Y. Discovery of a novel family of SARS-CoV protease inhibitors by
virtual screening and 3D-QSAR studies. J. Med. Chem. 2006, 49,
3485?3495.",
169,N-(2-chlorophenyl)-2-((4-(4-methyl-5-(4-methylthiazol-2-yl)-2-(methylthio)thiophen-3-yl)pyrimidin-2-yl)thio)acetamide,,O=C(NC1=CC=CC=C1Cl)CSC2=NC=CC(C3=C(SC)SC(C4=NC(C)=CS4)=C3C)=N2,IC50=12 ¦ÌM,"Tsai, K.-C.; Chen, S.-Y.; Liang, P.-H.; Lu, I.-L.; Mahindroo, N.;
Hsieh, H.-P.; Chao, Y.-S.; Liu, L.; Liu, D.; Lien, W.; Lin, T.-H.; Wu, S.-
Y. Discovery of a novel family of SARS-CoV protease inhibitors by
virtual screening and 3D-QSAR studies. J. Med. Chem. 2006, 49,
3485?3495.",
170,5-chloropyridin-3-yl thiophene-2-carboxylate,,O=C(OC1=CN=CC(Cl)=C1)C2=CC=CS2,IC50=0.5 ¦ÌM,"Blanchard, J. E.; Elowe, N. H.; Huitema, C.; Fortin, P. D.;
Cechetto, J. D.; Eltis, L. D.; Brown, E. D. High-throughput screening
identifies inhibitors of the SARS coronavirus main proteinase. Chem.
Biol. 2004, 11, 1445?1453.",
171,5-chloropyridin-3-yl furan-2-carboxylate,,O=C(OC1=CN=CC(Cl)=C1)C2=CC=CO2,IC50=60 nM,"Zhang, J.; Pettersson, H. I.; Huitema, C.; Niu, C.; Yin, J.;
James, M. N.; Eltis, L. D.; Vederas, J. C. Design, synthesis, and
evaluation of inhibitors for severe acute respiratory syndrome 3C-like
protease based on phthalhydrazide ketones or heteroaromatic esters. J.
Med. Chem. 2007, 50, 1850?1864.",form a covalent bond
172,5-bromopyridin-3-yl furan-2-carboxylate,,O=C(OC1=CN=CC(Br)=C1)C2=CC=CO2,IC50=50 nM,"Zhang, J.; Pettersson, H. I.; Huitema, C.; Niu, C.; Yin, J.;
James, M. N.; Eltis, L. D.; Vederas, J. C. Design, synthesis, and
evaluation of inhibitors for severe acute respiratory syndrome 3C-like
protease based on phthalhydrazide ketones or heteroaromatic esters. J.
Med. Chem. 2007, 50, 1850?1864.",
173,5-chloropyridin-3-yl 1H-indole-2-carboxylate,,O=C(OC1=CN=CC(Cl)=C1)C2=CC3=C(C=CC=C3)N2,IC50=65 nM,"Zhang, J.; Pettersson, H. I.; Huitema, C.; Niu, C.; Yin, J.;
James, M. N.; Eltis, L. D.; Vederas, J. C. Design, synthesis, and
evaluation of inhibitors for severe acute respiratory syndrome 3C-like
protease based on phthalhydrazide ketones or heteroaromatic esters. J.
Med. Chem. 2007, 50, 1850?1864.",
174,5-chloropyridin-3-yl 5-(4-chlorophenyl)furan-2-carboxylate,,O=C(OC1=CN=CC(Cl)=C1)C2=CC=C(C3=CC=C(Cl)C=C3)O2,IC50=63 nM,"Niu, C.; Yin, J.; Zhang, J.; Vederas, J. C.; James, M. N.
Molecular docking identifies the binding of 3-chloropyridine moieties
specifically to the S1 pocket of SARS-CoV Mpro. Bioorg. Med. Chem.
2008, 16, 293?302.",
175,5-chloropyridin-3-yl 5-(4-nitrophenyl)furan-2-carboxylate,,O=C(OC1=CN=CC(Cl)=C1)C2=CC=C(C3=CC=C([N+]([O-])=O)C=C3)O2,IC50=60 nM,"Niu, C.; Yin, J.; Zhang, J.; Vederas, J. C.; James, M. N.
Molecular docking identifies the binding of 3-chloropyridine moieties
specifically to the S1 pocket of SARS-CoV Mpro. Bioorg. Med. Chem.
2008, 16, 293?302.",
176,5-chloropyridin-3-yl 1H-indole-5-carboxylate,,O=C(C1=CC2=C(C=C1)NC=C2)OC3=CN=CC(Cl)=C3,IC50=0.31 ¦ÌM,"Ghosh, A. K.; Gong, G.; Grum-Tokars, V.; Mulhearn, D. C.;
Baker, S. C.; Coughlin, M.; Prabhakar, B. S.; Sleeman, K.; Johnson, M.
E.; Mesecar, A. D. Design, synthesis and antiviral efficacy of a series of
potent chloropyridyl ester-derived SARS-CoV 3CLpro inhibitors.
Bioorg. Med. Chem. Lett. 2008, 18, 5684?5688.",
177,5-chloropyridin-3-yl 1-acetyl-1H-indole-5-carboxylate,,O=C(C1=CC2=C(C=C1)N(C(C)=O)C=C2)OC3=CN=CC(Cl)=C3,IC50=0.40 ¦ÌM,"Ghosh, A. K.; Gong, G.; Grum-Tokars, V.; Mulhearn, D. C.;
Baker, S. C.; Coughlin, M.; Prabhakar, B. S.; Sleeman, K.; Johnson, M.
E.; Mesecar, A. D. Design, synthesis and antiviral efficacy of a series of
potent chloropyridyl ester-derived SARS-CoV 3CLpro inhibitors.
Bioorg. Med. Chem. Lett. 2008, 18, 5684?5688.",
178,5-chloropyridin-3-yl 1-tosyl-1H-indole-5-carboxylate,,O=C(C1=CC2=C(C=C1)N(S(C3=CC=C(C)C=C3)(=O)=O)C=C2)OC4=CN=CC(Cl)=C4,IC50=0.37 ¦ÌM,"Ghosh, A. K.; Gong, G.; Grum-Tokars, V.; Mulhearn, D. C.;
Baker, S. C.; Coughlin, M.; Prabhakar, B. S.; Sleeman, K.; Johnson, M.
E.; Mesecar, A. D. Design, synthesis and antiviral efficacy of a series of
potent chloropyridyl ester-derived SARS-CoV 3CLpro inhibitors.
Bioorg. Med. Chem. Lett. 2008, 18, 5684?5688.",
179,5-chloropyridin-3-yl 1-((3-nitrophenyl)sulfonyl)-1H-indole-5-carboxylate,,O=C(C1=CC2=C(C=C1)N(S(C3=CC=CC([N+]([O-])=O)=C3)(=O)=O)C=C2)OC4=CN=CC(Cl)=C4,IC50=89 nM,"Ghosh, A. K.; Gong, G.; Grum-Tokars, V.; Mulhearn, D. C.;
Baker, S. C.; Coughlin, M.; Prabhakar, B. S.; Sleeman, K.; Johnson, M.
E.; Mesecar, A. D. Design, synthesis and antiviral efficacy of a series of
potent chloropyridyl ester-derived SARS-CoV 3CLpro inhibitors.
Bioorg. Med. Chem. Lett. 2008, 18, 5684?5688.",
180,5-chloropyridin-3-yl 1H-indole-6-carboxylate,,O=C(C(C=C1)=CC2=C1C=CN2)OC3=CN=CC(Cl)=C3,IC50=0.23 ¦ÌM,"Ghosh, A. K.; Gong, G.; Grum-Tokars, V.; Mulhearn, D. C.;
Baker, S. C.; Coughlin, M.; Prabhakar, B. S.; Sleeman, K.; Johnson, M.
E.; Mesecar, A. D. Design, synthesis and antiviral efficacy of a series of
potent chloropyridyl ester-derived SARS-CoV 3CLpro inhibitors.
Bioorg. Med. Chem. Lett. 2008, 18, 5684?5688.",
181,5-chloropyridin-3-yl 1H-indole-7-carboxylate,,O=C(C1=CC=CC2=C1NC=C2)OC3=CN=CC(Cl)=C3,IC50=0.08 ¦ÌM,"Ghosh, A. K.; Gong, G.; Grum-Tokars, V.; Mulhearn, D. C.;
Baker, S. C.; Coughlin, M.; Prabhakar, B. S.; Sleeman, K.; Johnson, M.
E.; Mesecar, A. D. Design, synthesis and antiviral efficacy of a series of
potent chloropyridyl ester-derived SARS-CoV 3CLpro inhibitors.
Bioorg. Med. Chem. Lett. 2008, 18, 5684?5688.",
182,5-chloropyridin-3-yl 1H-indole-4-carboxylate,,O=C(C1=CC=CC2=C1C=CN2)OC3=CN=CC(Cl)=C3,IC50=0.03 ¦ÌM,"Ghosh, A. K.; Gong, G.; Grum-Tokars, V.; Mulhearn, D. C.;
Baker, S. C.; Coughlin, M.; Prabhakar, B. S.; Sleeman, K.; Johnson, M.
E.; Mesecar, A. D. Design, synthesis and antiviral efficacy of a series of
potent chloropyridyl ester-derived SARS-CoV 3CLpro inhibitors.
Bioorg. Med. Chem. Lett. 2008, 18, 5684?5688.",
183,2-(5-bromopyridin-3-yl)-1-(5-(4-chlorophenyl)furan-2-yl)ethan-1-one,,BrC1=CC(CC(C2=CC=C(C3=CC=C(Cl)C=C3)O2)=O)=CN=C1,IC50=13 ¦ÌM,"Zhang, J.; Huitema, C.; Niu, C.; Yin, J.; James, M. N.G.; Eltis,
L. D.; Vederas, J. C. Aryl methylene ketones and fluorinated methylene
ketones as reversible inhibitors for severe acute respiratory syndrome
(SARS) 3C-like proteinase. Bioorg. Chem. 2008, 36, 229?240.","noncovalent, reversible mechanism of
action."
184,2-(5-bromopyridin-3-yl)-1-(5-(4-chlorophenyl)furan-2-yl)-2-fluoroethan-1-one,,BrC1=CC(C(F)C(C2=CC=C(C3=CC=C(Cl)C=C3)O2)=O)=CN=C1,IC50=28 ¦ÌM,"Zhang, J.; Huitema, C.; Niu, C.; Yin, J.; James, M. N.G.; Eltis,
L. D.; Vederas, J. C. Aryl methylene ketones and fluorinated methylene
ketones as reversible inhibitors for severe acute respiratory syndrome
(SARS) 3C-like proteinase. Bioorg. Chem. 2008, 36, 229?240.","noncovalent, reversible mechanism of
action."
185,"2-(5-bromopyridin-3-yl)-1-(5-(4-chlorophenyl)furan-2-yl)-2,2-difluoroethan-1-one",,BrC1=CC(C(F)(F)C(C2=CC=C(C3=CC=C(Cl)C=C3)O2)=O)=CN=C1,IC50=57 ¦ÌM,"Zhang, J.; Huitema, C.; Niu, C.; Yin, J.; James, M. N.G.; Eltis,
L. D.; Vederas, J. C. Aryl methylene ketones and fluorinated methylene
ketones as reversible inhibitors for severe acute respiratory syndrome
(SARS) 3C-like proteinase. Bioorg. Chem. 2008, 36, 229?240.","noncovalent, reversible mechanism of
action."
186,N-(4-(tert-butyl)phenyl)-N-(2-(tert-butylamino)-2-oxo-1-(pyridin-3-yl)ethyl)furan-2-carboxamide,,O=C(C1=CC=CO1)N(C2=CC=C(C(C)(C)C)C=C2)C(C(NC(C)(C)C)=O)C3=CN=CC=C3,IC50=4.8 ¦ÌM,"Jacobs, J.; Grum-Tokars, V.; Zhou, Y.; Turlington, M.;
Saldanha, S. A.; Chase, P.; Eggler, A.; Dawson, E. S.; Baez-Santos, Y.
M.; Tomar, S.; Mielech, A. M.; Baker, S. C.; Lindsley, C. W.; Hodder,
P.; Mesecar, A.; Stauffer, S. R. Discovery, synthesis, and structurebased
optimization of a series of N-(tert-butyl)-2-(N-arylamido)-2-
(pyridin-3-yl) acetamides (ML188) as potent noncovalent small
molecule inhibitors of the severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CL protease. J. Med. Chem. 2013, 56,
534?546.",
187,(R)-N-(4-(tert-butyl)phenyl)-N-(2-(tert-butylamino)-2-oxo-1-(pyridin-3-yl)ethyl)furan-2-carboxamide,,O=C(C1=CC=CO1)N(C2=CC=C(C(C)(C)C)C=C2)[C@@H](C(NC(C)(C)C)=O)C3=CN=CC=C3,IC50=1.5 ¦ÌM,"Jacobs, J.; Grum-Tokars, V.; Zhou, Y.; Turlington, M.;
Saldanha, S. A.; Chase, P.; Eggler, A.; Dawson, E. S.; Baez-Santos, Y.
M.; Tomar, S.; Mielech, A. M.; Baker, S. C.; Lindsley, C. W.; Hodder,
P.; Mesecar, A.; Stauffer, S. R. Discovery, synthesis, and structurebased
optimization of a series of N-(tert-butyl)-2-(N-arylamido)-2-
(pyridin-3-yl) acetamides (ML188) as potent noncovalent small
molecule inhibitors of the severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CL protease. J. Med. Chem. 2013, 56,
534?546.","Jacobs, J.; Grum-Tokars, V.; Zhou, Y.; Turlington, M.;
Saldanha, S. A.; Chase, P.; Eggler, A.; Dawson, E. S.; Baez-Santos, Y.
M.; Tomar, S.; Mielech, A. M.; Baker, S. C.; Lindsley, C. W.; Hodder,
P.; Mesecar, A.; Stauffer, S. R. Discovery, synthesis, and structurebased
optimization of a series of N-(tert-butyl)-2-(N-arylamido)-2-
(pyridin-3-yl) acetamides (ML188) as potent noncovalent small
molecule inhibitors of the severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CL protease. J. Med. Chem. 2013, 56,
534?546."
188,N-(4-((S)-sec-butyl)phenyl)-N-((R)-2-(cyclopentylamino)-2-oxo-1-(pyridin-3-yl)ethyl)furan-2-carboxamide,,O=C(C1=CC=CO1)N(C2=CC=C([C@H](CC)C)C=C2)[C@@H](C(NC3CCCC3)=O)C4=CN=CC=C4,IC50=2.2 ¦ÌM,"Jacobs, J.; Grum-Tokars, V.; Zhou, Y.; Turlington, M.;
Saldanha, S. A.; Chase, P.; Eggler, A.; Dawson, E. S.; Baez-Santos, Y.
M.; Tomar, S.; Mielech, A. M.; Baker, S. C.; Lindsley, C. W.; Hodder,
P.; Mesecar, A.; Stauffer, S. R. Discovery, synthesis, and structurebased
optimization of a series of N-(tert-butyl)-2-(N-arylamido)-2-
(pyridin-3-yl) acetamides (ML188) as potent noncovalent small
molecule inhibitors of the severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CL protease. J. Med. Chem. 2013, 56,
534?546.",
189,N-(4-(tert-butyl)phenyl)-N-(2-(tert-butylamino)-2-oxo-1-(pyridin-3-yl)ethyl)-5-chlorofuran-2-carboxamide,,O=C(C1=CC=C(Cl)O1)N(C2=CC=C(C(C)(C)C)C=C2)C(C(NC(C)(C)C)=O)C3=CN=CC=C3,IC50=5.2 ¦ÌM,"Jacobs, J.; Grum-Tokars, V.; Zhou, Y.; Turlington, M.;
Saldanha, S. A.; Chase, P.; Eggler, A.; Dawson, E. S.; Baez-Santos, Y.
M.; Tomar, S.; Mielech, A. M.; Baker, S. C.; Lindsley, C. W.; Hodder,
P.; Mesecar, A.; Stauffer, S. R. Discovery, synthesis, and structurebased
optimization of a series of N-(tert-butyl)-2-(N-arylamido)-2-
(pyridin-3-yl) acetamides (ML188) as potent noncovalent small
molecule inhibitors of the severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CL protease. J. Med. Chem. 2013, 56,
534?546.",
190,"N-(4-acetamidophenyl)-2-(1H-benzo[d][1,2,3]triazol-1-yl)-N-(1-(1-methyl-1H-pyrrol-3-yl)-2-oxo-2-(tert-pentylamino)ethyl)acetamide",,O=C(CN1N=NC2=C1C=CC=C2)N(C(C(NC(C)(CC)C)=O)C3=CN(C)C=C3)C4=CC=C(NC(C)=O)C=C4,IC50=6.2 ¦ÌM,"Turlington, M.; Chun, A.; Tomar, S.; Eggler, A.; Grum-Tokars,
V.; Jacobs, J.; Daniels, J. S.; Dawson, E.; Saldanha, A.; Chase, P.; Baez-
Santos, Y. M.; Lindsley, C. W.; Hodder, P.; Mesecar, A. D.; Stauffer, S.
R. Discovery of N-(benzo[1,2,3]triazol-1-yl)-N-(benzyl)acetamido)-
phenyl) carboxamides as severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CLpro inhibitors: identification of
ML300 and noncovalent nanomolar inhibitors with an induced-fit
binding. Bioorg. Med. Chem. Lett. 2013, 23, 6172?6177.",
191,"N-(4-acetamidophenyl)-N-(1-(1-methyl-1H-pyrrol-3-yl)-2-oxo-2-(tert-pentylamino)ethyl)-2-(4-phenyl-1H-1,2,3-triazol-1-yl)acetamide",,O=C(CN1N=NC(C2=CC=CC=C2)=C1)N(C(C(NC(C)(CC)C)=O)C3=CN(C)C=C3)C4=CC=C(NC(C)=O)C=C4,IC50=11 ¦ÌM,"Turlington, M.; Chun, A.; Tomar, S.; Eggler, A.; Grum-Tokars,
V.; Jacobs, J.; Daniels, J. S.; Dawson, E.; Saldanha, A.; Chase, P.; Baez-
Santos, Y. M.; Lindsley, C. W.; Hodder, P.; Mesecar, A. D.; Stauffer, S.
R. Discovery of N-(benzo[1,2,3]triazol-1-yl)-N-(benzyl)acetamido)-
phenyl) carboxamides as severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CLpro inhibitors: identification of
ML300 and noncovalent nanomolar inhibitors with an induced-fit
binding. Bioorg. Med. Chem. Lett. 2013, 23, 6172?6177.",
192,"N-(4-(2-(1H-benzo[d][1,2,3]triazol-1-yl)-N-(1-(1-methyl-1H-pyrrol-3-yl)-2-oxo-2-(tert-pentylamino)ethyl)acetamido)phenyl)propionamide",,O=C(CN1N=NC2=C1C=CC=C2)N(C(C(NC(C)(CC)C)=O)C3=CN(C)C=C3)C4=CC=C(NC(CC)=O)C=C4,IC50=6.9 ¦ÌM,"Turlington, M.; Chun, A.; Tomar, S.; Eggler, A.; Grum-Tokars,
V.; Jacobs, J.; Daniels, J. S.; Dawson, E.; Saldanha, A.; Chase, P.; Baez-
Santos, Y. M.; Lindsley, C. W.; Hodder, P.; Mesecar, A. D.; Stauffer, S.
R. Discovery of N-(benzo[1,2,3]triazol-1-yl)-N-(benzyl)acetamido)-
phenyl) carboxamides as severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CLpro inhibitors: identification of
ML300 and noncovalent nanomolar inhibitors with an induced-fit
binding. Bioorg. Med. Chem. Lett. 2013, 23, 6172?6177.",
193,"N-(4-(2-(1H-benzo[d][1,2,3]triazol-1-yl)-N-(1-(1-methyl-1H-pyrrol-3-yl)-2-oxo-2-(tert-pentylamino)ethyl)acetamido)phenyl)isobutyramide",,O=C(CN1N=NC2=C1C=CC=C2)N(C(C(NC(C)(CC)C)=O)C3=CN(C)C=C3)C4=CC=C(NC(C(C)C)=O)C=C4,IC50=4.1 ¦ÌM,"Turlington, M.; Chun, A.; Tomar, S.; Eggler, A.; Grum-Tokars,
V.; Jacobs, J.; Daniels, J. S.; Dawson, E.; Saldanha, A.; Chase, P.; Baez-
Santos, Y. M.; Lindsley, C. W.; Hodder, P.; Mesecar, A. D.; Stauffer, S.
R. Discovery of N-(benzo[1,2,3]triazol-1-yl)-N-(benzyl)acetamido)-
phenyl) carboxamides as severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CLpro inhibitors: identification of
ML300 and noncovalent nanomolar inhibitors with an induced-fit
binding. Bioorg. Med. Chem. Lett. 2013, 23, 6172?6177.",
194,"N-(4-(2-(1H-benzo[d][1,2,3]triazol-1-yl)-N-(1-(1-methyl-1H-pyrrol-3-yl)-2-oxo-2-(tert-pentylamino)ethyl)acetamido)phenyl)cyclopropanecarboxamide",,O=C(CN1N=NC2=C1C=CC=C2)N(C(C(NC(C)(CC)C)=O)C3=CN(C)C=C3)C4=CC=C(NC(C5CC5)=O)C=C4,IC50=9.1 ¦ÌM,"Turlington, M.; Chun, A.; Tomar, S.; Eggler, A.; Grum-Tokars,
V.; Jacobs, J.; Daniels, J. S.; Dawson, E.; Saldanha, A.; Chase, P.; Baez-
Santos, Y. M.; Lindsley, C. W.; Hodder, P.; Mesecar, A. D.; Stauffer, S.
R. Discovery of N-(benzo[1,2,3]triazol-1-yl)-N-(benzyl)acetamido)-
phenyl) carboxamides as severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CLpro inhibitors: identification of
ML300 and noncovalent nanomolar inhibitors with an induced-fit
binding. Bioorg. Med. Chem. Lett. 2013, 23, 6172?6177.",
195,"N-(4-(2-(1H-benzo[d][1,2,3]triazol-1-yl)-N-(1-(1-methyl-1H-pyrrol-3-yl)-2-oxo-2-(tert-pentylamino)ethyl)acetamido)phenyl)cyclobutanecarboxamide",,O=C(CN1N=NC2=C1C=CC=C2)N(C(C(NC(C)(CC)C)=O)C3=CN(C)C=C3)C4=CC=C(NC(C5CCC5)=O)C=C4,IC50=3.8 ¦ÌM,"Turlington, M.; Chun, A.; Tomar, S.; Eggler, A.; Grum-Tokars,
V.; Jacobs, J.; Daniels, J. S.; Dawson, E.; Saldanha, A.; Chase, P.; Baez-
Santos, Y. M.; Lindsley, C. W.; Hodder, P.; Mesecar, A. D.; Stauffer, S.
R. Discovery of N-(benzo[1,2,3]triazol-1-yl)-N-(benzyl)acetamido)-
phenyl) carboxamides as severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CLpro inhibitors: identification of
ML300 and noncovalent nanomolar inhibitors with an induced-fit
binding. Bioorg. Med. Chem. Lett. 2013, 23, 6172?6177.",
196,"N-(4-(2-(1H-benzo[d][1,2,3]triazol-1-yl)-N-((1-methyl-1H-pyrrol-3-yl)methyl)acetamido)phenyl)propionamide",,O=C(CN1N=NC2=C1C=CC=C2)N(CC3=CN(C)C=C3)C4=CC=C(NC(CC)=O)C=C4,IC50=2.9 ¦ÌM,"Turlington, M.; Chun, A.; Tomar, S.; Eggler, A.; Grum-Tokars,
V.; Jacobs, J.; Daniels, J. S.; Dawson, E.; Saldanha, A.; Chase, P.; Baez-
Santos, Y. M.; Lindsley, C. W.; Hodder, P.; Mesecar, A. D.; Stauffer, S.
R. Discovery of N-(benzo[1,2,3]triazol-1-yl)-N-(benzyl)acetamido)-
phenyl) carboxamides as severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CLpro inhibitors: identification of
ML300 and noncovalent nanomolar inhibitors with an induced-fit
binding. Bioorg. Med. Chem. Lett. 2013, 23, 6172?6177.",
197,"N-(4-(2-(1H-benzo[d][1,2,3]triazol-1-yl)-N-((1-methyl-1H-pyrrol-3-yl)methyl)acetamido)phenyl)isobutyramide",,O=C(CN1N=NC2=C1C=CC=C2)N(CC3=CN(C)C=C3)C4=CC=C(NC(C(C)C)=O)C=C4,IC50=3.6 ¦ÌM,"Turlington, M.; Chun, A.; Tomar, S.; Eggler, A.; Grum-Tokars,
V.; Jacobs, J.; Daniels, J. S.; Dawson, E.; Saldanha, A.; Chase, P.; Baez-
Santos, Y. M.; Lindsley, C. W.; Hodder, P.; Mesecar, A. D.; Stauffer, S.
R. Discovery of N-(benzo[1,2,3]triazol-1-yl)-N-(benzyl)acetamido)-
phenyl) carboxamides as severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CLpro inhibitors: identification of
ML300 and noncovalent nanomolar inhibitors with an induced-fit
binding. Bioorg. Med. Chem. Lett. 2013, 23, 6172?6177.",
198,"N-(4-(2-(1H-benzo[d][1,2,3]triazol-1-yl)-N-((1-methyl-1H-pyrrol-3-yl)methyl)acetamido)phenyl)cyclopropanecarboxamide",,O=C(CN1N=NC2=C1C=CC=C2)N(CC3=CN(C)C=C3)C4=CC=C(NC(C5CC5)=O)C=C4,IC50=4.11 ¦ÌM,"Turlington, M.; Chun, A.; Tomar, S.; Eggler, A.; Grum-Tokars,
V.; Jacobs, J.; Daniels, J. S.; Dawson, E.; Saldanha, A.; Chase, P.; Baez-
Santos, Y. M.; Lindsley, C. W.; Hodder, P.; Mesecar, A. D.; Stauffer, S.
R. Discovery of N-(benzo[1,2,3]triazol-1-yl)-N-(benzyl)acetamido)-
phenyl) carboxamides as severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CLpro inhibitors: identification of
ML300 and noncovalent nanomolar inhibitors with an induced-fit
binding. Bioorg. Med. Chem. Lett. 2013, 23, 6172?6177.",
199,"N-(4-(2-(1H-benzo[d][1,2,3]triazol-1-yl)-N-((1-methyl-1H-pyrrol-3-yl)methyl)acetamido)phenyl)cyclobutanecarboxamide",,O=C(CN1N=NC2=C1C=CC=C2)N(CC3=CN(C)C=C3)C4=CC=C(NC(C5CCC5)=O)C=C4,IC50=8.12 ¦ÌM,"Turlington, M.; Chun, A.; Tomar, S.; Eggler, A.; Grum-Tokars,
V.; Jacobs, J.; Daniels, J. S.; Dawson, E.; Saldanha, A.; Chase, P.; Baez-
Santos, Y. M.; Lindsley, C. W.; Hodder, P.; Mesecar, A. D.; Stauffer, S.
R. Discovery of N-(benzo[1,2,3]triazol-1-yl)-N-(benzyl)acetamido)-
phenyl) carboxamides as severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CLpro inhibitors: identification of
ML300 and noncovalent nanomolar inhibitors with an induced-fit
binding. Bioorg. Med. Chem. Lett. 2013, 23, 6172?6177.",
